Aal ALE 
beschmutzen pollute 
beschmutzend polluting 
beschmutzt pollutes 
beschmutzte polluted 
beschneiden trim 
beschraenken confine 
beschraenkteste narrowest 
beschreiben describe 
beschreibend describing 
beschreibt describes 
beschrieben described 
beschriften inscribe 
beschriftend inscribing 
beschriftet inscribes 
beschuetzen patronize 
beschuetzend guarding 
beschuetzt patronizes 
beschuetzte patronized 
beschuht shod 
beschuldigen incriminate 
beschuldigend accusing 
beschuldigt accuses 
beschuldigte accused 
beschwatzen wheedle 
beschwatzend wheedling 
beschwatzt wheedles 
beschwatzte wheedled 
beschwoeren conjure 
beschwoerend conjuring 
beschwoert Evokes 
beschworen conjured 
beseitigen eliminate 
beseitigend nullifying 
beseitigt removed 
besetzt occupies 
besiedelnd settling 
besiedelt settles 
besiegen vanquish 
besiegend vanquishing 
besiegt vanquishes 
besiegte vanquished 
besinnen bethink 
besitzen possess 
besitzend owning 
besitzt possesses 
besoffen primed 
besohlend soling 
besohlt soled 
besonders especially 
besorgt solicituous 
bespickend spiking 
besprechen discuss 
besprechend discussing 
besprochen discussed 
besser better 
bessern reclaim 
bestaendig settled 
bestaendigste constantest 
bestaetigen CERTIFY 
bestaetigt confirmed 
bestaetigte acknowledged 
bestand existed 
beste best 
bestechen bribe 
bestechlich corruptible 
bestehen exist 
bestehend consisting 
besteht consists 
bestellend tilling 
bestellt tills 
bestellte tilled 
bestens optimally 
besteuern taxes 
besteuert assessed 
bestimmbar determinable 
bestimmen appoint 
bestimmend appointing 
bestimmt appoints 
bestimmte appointed 
bestrafen penalize 
bestrafend penalizing 
bestraft penalizes 
bestrafte penalized 
bestrahlend irradiating 
bestrahlt irradiates 
bestrahlte irradiated 
besuchen visit 
besuchend visiting 
besucht visits 
besuchte visited 
besudeln smirch 
besudelnd smirching 
besudelt smirches 
besudelte smirched 
betaetigt stroke 
betaeuben deafen 
betaeubend deafening 
betaeubt deafens 
betaeubte intoxicated 
betitelnd titling 
betitelt entitled 
betoeren infatuate 
betoerend infatuating 
betoert infatuates 
betoerte infatuated 
betonen accentuate 
betonend accenting 
betont accents 
betonte accentuated 
betrachten contemplate 
betrachtend contemplating 
betrachtet considered 
betrachtete contemplated 
betraechtlich considerable 
betragend amounting 
betrauern bemoan 
betrauernd bemoaning 
betrauert bemoans 
betrauerte bemoaned 
betreffend concerning 
betreiben bustle 
betreten accede 
betriebsfaehig operable 
betrogen cheated 
betrueben afflict 
betruebend afflicting 
betruebt afflicts 
betruebte afflicted 
betruegen cheat 
betruegend defrauding 
betruegerisch deceitful 
betruegt cheats 
betrunken drunken 
bettelnd mendicant 
bettend bedding 
bettlaegrig bedrid 
beunruhigen disquiet 
beunruhigend disquieting 
beunruhigt disquiets 
beunruhigte disquieted 
beurteilend criticizing 
beurteilt criticizes 
beurteilte criticized 
bevoelkern populate 
bevoelkernd populating 
bevoelkert populates 
bevoelkerte populated 
bevor before 
bevorrechtigt Privileged 
bevorzugt preferred 
bewacht Guarded 
bewaehrt proved 
bewaessern irrigate 
bewaessernd irrigating 
bewaessert irrigates 
bewaesserte irrigated 
bewahren preserve 
bewahrend preserving 
bewaldet wooded 
bewandert versed 
bewegen budge 
bewegend budging 
beweglich movable 
bewegt budges 
bewegte budged 
bewegungslos motionless 
bewerten rate 
bewertet valued 
bewoelkt overcast 
bewohnbar habitable 
bewohnen inhabit 
bewohnend inhabiting 
bewohnt inhabits 
bewohnte inhabited 
bewundern admire 
bewundernswert admirable 
bewusst conscious 
bezahlen pay 
bezahlend paying 
bezahlt paid 
bezaubern enchant 
bezaubernd charming 
bezaubert enchanted 
bezauberte fascinated 
bezeichnen denote 
bezeichnend denoting 
bezeichnende significant 
bezeichnenderweise significantly 
bezeichnet denoted 
bezeugen testified 
bezeugend testifying 
bezeugt testifies 
bezeugte wittnessed 
beziehen correlate 
beziehend correlating 
bezieht correlates 
biegen inflect 
biegend inflecting 
biegsam limber 
biegt inflects 
bieten bid 
bigann began 
bildend formative 
bildhaft pictoral 
billig cheap 
billigend approving 
billigste cheapest 
billigt approves 
binden bind 
bindend binding 
bindet binds 
biografisch biographical 
birgt salvages 
bis til 
bisher hitherto 
bissig snappily 
bisweilen sometimes 
bitte please 
bitten beg 
bittend begging 
bitter bitter 
bittet begs 
blaesslich pallidly 
blaest toots 
blaettern browse 
blamieren blame 
blamierend stultifying 
blamiert stultifies 
blamierte stultified 
blasen blow 
blasend blowing 
blass pale 
blau blue 
bleiben abide 
bleibend remaining 
bleibt Residents 
bleichen blanch 
bleichend blanching 
bleicht blanches 
bleiern leaden 
blenden dazzle 
blendend dazzling 
blendet dazzles 
blies blew 
blind blind 
blindlings blindfold 
blinken blink 
blinkend blinking 
blinkt blinks 
blockierend blocking 
blockiert blocked 
bloede daft 
bloeken bleat 
bloekend bleating 
bloekt bleats 
blond fair 
bloss mere 
bluehend florid 
blutdurstig sanguinary 
bluten bleed 
blutend bleeding 
blutet bleeds 
blutig gorily 
blutige bloody 
blutruenstig bloodthirsty 
boese sinister 
boeswillig malignant 
bohren bore 
bombardieren bombard 
bootbare bootable 
booten boot 
borgen borrow 
borgend borrowing 
borgt borrows 
boshaft fiendish 
brach broke 
braeunen tan 
braeunend tanning 
braeunt tans 
brand- brand 
braten fry 
brauchbar usable 
brauchen need 
brauen brew 
braun Brown 
brausen bluster 
brausend blustering 
braust blusters 
braut brews 
brechbar breakable 
brechen crack 
brechend rupturing 
breiig pappily 
breit broadly 
brennbar combustible 
brennen burn 
brennend blazing 
brennt blazes 
bricht ruptures 
brilliant brillant 
bringen bring 
bringend bringing 
bringt brings 
britisch British 
bronzen brazen 
bruederlich brotherly 
bruellen BAWL 
bruellend bellowing 
bruellt bawls 
bruellte bawled 
brueten breed 
bruetend hatching 
bruetet hatches 
brummend growling 
brummt growls 
brutal brutal 
buchstabieren alphabetize 
buchstabiert spelled 
buchstaeblich literal 
buegelnd ironing 
buendelnd bundling 
buergend bailing 
buergerlich civic 
buergt bails 
buerstend brushing 
buerstet brushes 
buessen atone 
buessend atoning 
buesst atones 
bummeln saunter 
bummelnd sauntering 
bummelt saunters 
bummelte sauntered 
bumsen thump 
bumsend thumping 
bumst thumps 
bunt coloured 
buschig bushily 
charakteristische characeristics 
checken Check 
chemisch chemical 
chirurgisch surgical 
christlich christian 
chronisch chronic 
chronologisch chronological 
codierbar codeable 
codieren encode 
codierend coding 
codiert coded 
compiliert compiled 
dachte thoughts 
dadurch thereby 
daemmernd dawning 
daemmert dawns 
daemmerte dawned 
daempfen damp 
daempfend muting 
daempft mutes 
daher hence 
dahinter behind 
damit therewith 
dampfen steam 
dampfend steaming 
dampft steams 
danach hereafter 
daneben Aside 
dankbar gracefully 
dankend reciprocating 
dankt reciprocates 
dann then 
darauf thereupon 
darbietend presenting 
dargelegt presented 
dargestellt personated 
darstellen depict 
darstellend depicting 
daruebergelegt superimposed 
das THAT 
datenstampfen datestamp 
datierend dating 
datiert dated 
dauerhaft durable 
dauernd perennial 
dauert lasts 
dazwischen interjacent 
deaktiviert deactivated 
decken defray 
decodieren decode 
decodiert decodes 
decodierte decoded 
defekt damaged 
definierbar definable 
definieren define 
definierend defining 
definiert defined 
degradieren demote 
degradierend demoting 
degradiert demotes 
degradierte demoted 
dehnend stretching 
dekompilieren decompile 
demokratisch democratic 
demonstrativ demonstrative 
demonstrieren demonstrate 
demonstrierend demonstrating 
demonstriert Demonstrates 
demuetigend abasing 
demuetigt humbles 
denkbar conceivable 
denken think 
denkend thinking 
denkt thinks 
denkwuerdig memorable 
denn for 
desgleichen ditto 
deshalb therefore 
deswegen therefore 
detailliert detailed 
deutliche broad 
deutsch German 
deutsche GERMAN 
dezimal decimal 
diagnostisch diagnostic 
diagonal diagonal 
dicht dense 
dichter densier 
dichteste densiest 
dick THICK 
dicker thicker 
dienen conduce 
dienend SERVICING 
dienlich conducive 
dient conduces 
diese these 
dieses thus 
differenzieren differentiate 
dimensional dimensional 
dimensionierend dimensioning 
direkt direct 
diskret discrete 
diskutiert discusses 
doesen doze 
doesend dozing 
doest dozes 
doeste dozed 
dokumentierend documenting 
dokumentiert documented 
donnernd thundering 
donnert thunders 
doppeldeutig ambiguously 
doppelt double 
dornig spinily 
dort there 
dosieren meter 
draengen urge 
draengend thronging 
draengt throngs 
drahtig wirily 
drahtlos wireless 
drall buxomly 
dralle buxom 
dramatisch dramatic 
draussen outside 
drehbar hinged 
drehen rotate 
drehend revolving 
drehende spinning 
dreht revolves 
drei three 
dreieckig triangular 
dreifach threefold 
dreimal thrice 
dreissig thirty 
dreist brash 
dreizehn thirteen 
dreschend threshing 
dringend imperatively 
drischt threshes 
dritte third 
drittens Thirdly 
droehnend booming 
drohen impend 
drohend impending 
drohende imminent 
droht impends 
druckbar printable 
druckbare printables 
drucken print 
druckend printing 
druckt prints 
druecken depress 
drueckend presssing 
drueckt presses 
du thou 
duenn tenuous 
duerftig poor 
duerr arid 
duerstend thirsting 
duerstet thirsts 
duester dusky 
duftend fragrant 
dulden tolerate 
dumm dull 
dunkel abstruse 
dunkelfett darkbold 
dunkeln darken 
dunkelste darkest 
dunkler darker 
dunstig dankly 
duplex duplex 
duplizieren duplicate 
dupliziert duplicated 
durch across 
durchaus absolutely 
durchbohren pierce 
durchbohrend piercing 
durchbohrt pierced 
durchdringbar penetrable 
durchdringen penetrate 
durchdringend penetrating 
durchdringt thrills 
durchdrungen pervaded 
durcheinandergeworfen jumbled 
durcheinanderwerfend jumbling 
durchfallen flunk 
durchfallend flunking 
durchflutend flushing 
durchflutet flushed 
durchfuehrbar feasible 
durchfuehren perform 
durchgedrungen penetrated 
durchgefallen flunked 
durchgesehen perused 
durchgesickert percolated 
durchgewuehlt ransacked 
durchlaessig permeable 
durchlaufen travers 
durchloechern perforate 
durchloechernd perforating 
durchloechert perforates 
durchloecherte perforated 
durchnaessen soak 
durchnaessend soaking 
durchnaesst soaked 
durchqueren traverse 
durchquerend traversing 
durchquert traversed 
durchschalten interconnect 
durchschnittich medium 
durchsichtig transparent 
durchsickern percolate 
durchsickernd percolating 
durchstechen transfix 
durchstechend transfixing 
durchsticht transfixes 
durchstochen transfixed 
durchsuchen rummage 
durchsuchend rummaging 
durchsucht rummages 
durchsuchte rummaged 
durchweicht sodden 
durchwuehlen ransack 
durchwuehlend ransacking 
durchwuehlt ransacks 
durstig thirstily 
duschen douche 
duschend douching 
duscht douches 
dutzende dozens 
dynamische Dynamic 
dynamischffektiv dynamically 
ebgelehnt repudiated 
echt genuine 
edel noble 
ehe ere 
ehebrecherisch adulterous 
ehelich conjugal 
ehemals formerly 
eher rather 
eher...als rather...than 
ehrbar reputable 
ehren revere 
ehrend revering 
ehrenvoll honestly 
ehrenwerte honest 
ehrerbietig respectful 
ehrlich faithfully 
ehrlos dishonourable 
ehrt reveres 
ehrwuerdig reverend 
eichend gauging 
eifersuechtig jealous 
eifersuechtiger jealousier 
eifersuechtigst jealousiest 
eifrig eager 
eigen own 
eigennuetzig selfish 
eigensinnig wayward 
eigerissen jaggy 
eilen haste 
eilend hasting 
eilt hastes 
ein impliesschliesst 
einaeschern incinerate 
einaeschernd incinerating 
einatmen inhale 
einatmend inhaling 
einbaufertig pre-finished 
einbeziehen include 
einbeziehend implying 
einbezogen included 
einbrechend irruptively 
einbuergern nationalize 
einbuergernd nationalizing 
einbuessen forfeit 
einbuessend forfeiting 
eindosend tinning 
eindringen infiltrate 
eindringend infiltrating 
eindrucksvoll impressive 
eine an 
einengend Narrowing 
eines ones 
einfach facile 
einfacher simpler 
einfachste simplest 
einfachwirkend single-acting 
einfaedelnd threading 
einfallslos unimaginative 
einfarbig unichrome 
einfassen gird 
einflussreich influential 
einfrieren freeze 
einfrierend freezing 
einfuegen infix 
einfuegend inserting 
einfuehren inaugurate 
einfuehrend Introducing 
eingeaeschert incinerated 
eingeatmet inhaled 
eingeben Enter 
eingebend INPUTTING 
eingebildet conceited 
eingebuergert naturalized 
eingebuesst forfeited 
eingedenk mindful 
eingedost tinned 
eingedrungen infiltrated 
eingeengt narrowly 
eingefaedelt threaded 
eingefroren froze 
eingefuegt inserted 
eingefuehrt inaugurated 
eingegeben entered 
eingegossen infused 
eingegriffen encroached 
eingehuellt jacketed 
eingeimpft inoculated 
eingeklinkt latched 
eingekreist encircled 
eingeladen invited 
eingelegt inlaid 
eingeleitet prefaced 
eingeordnet ranged 
eingepflanzt implanted 
eingepraegt impressed 
eingeraeumt conceded 
eingerichtet arranged 
eingeschaerft inculcated 
eingeschlossen comprised 
eingeschnitten gashed 
eingeschoben interpolated 
eingeschraenkt restricted 
eingeschuechtert browbeated 
eingeschuechterte overawed 
eingeseift soaped 
eingespritzt injected 
eingestandenermassen avowedly 
eingetaucht dipped 
eingeteilt rationed 
eingetraeufelt instilled 
eingewandert immigrated 
eingewandt demured 
eingeweiht privily 
eingewickelt enveloped 
eingewirkt appealed 
eingeworfen interposed 
eingezaeunt fenced 
eingezwaengt wedged 
eingiessen infuse 
eingiessend infusing 
eingreifen encroach 
eingreifend encroaching 
eingrenzen isolate 
einheimisch aboriginal 
einheitlich uniform 
einige some 
einimpfen inoculate 
einimpfend inoculating 
einkaufend shopping 
einkerbend indenting 
einklinkend latching 
einkreisen encircle 
einkreisend encircling 
einladen invite 
einladend inviting 
einlegend sandwiching 
einleitend initiatively 
einmal once 
einmuetig unanimous 
einpraegen impress 
einpraegend impressing 
einraeumend conceding 
einreihen enqueue 
einrichten arrange 
einrichtend establishing 
einruecken indent 
einsam lonely 
einsatzhaerten case-harden 
einschaerfen inculcate 
einschaerfend inculcating 
einschaetzend taxing 
einschalten plug 
einschiebend interpolating 
einschlaefernd somniferous 
einschliessen IMBED 
einschliessend comprising 
einschliesslich conclusively 
einschneiden incise 
einschneidend gashing 
einschraenken restrict 
einschraenkend restricting 
einschuechtern browbeat 
einschuechternd intimidating 
einseifend soaping 
einseitig onesided 
einsetzen implant 
einspritzen inject 
einspritzend injecting 
einstampfend Stamping 
einstellbar adjustable 
einstellen adjust 
einstellig monadic 
einstimmig concordant 
eintauchen dip 
einteilen grade 
einteilend rationing 
eintoenig drab 
eintraeglich gainful 
eintraegliche lucrative 
eintraeufeln instil 
eintraeufelnd instilling 
eintragen enrol 
einwachsend ingrowing 
einwaerts inward 
einwandern immigrate 
einwandernd immigrating 
einweisen instruct 
einwendend demuring 
einwerfend interposing 
einwickeln envelop 
einwickelnd enveloping 
einwirken appeal 
einwirkend appealing 
einzaeunen corral 
einzaeunend fencing 
einzeln apartly 
einzelne Single 
einzig sole 
einzigartig unique 
einzwaengen wedge 
einzwaengend wedging 
eisig glacial 
eitel vain 
eitern suppurate 
eiternd suppurating 
eitert suppurates 
eitrig ulcerous 
eiversuechtig jealously 
ekelhaft loathsome 
ekeln disgust 
ekelnd disgusting 
ekliger nastier 
ekligste nastiest 
elastisch elastic 
elegant elegant 
elektrisch Electric 
elektronisch electronic 
elementare elementary 
elend calamitous 
elf eleven 
elfte eleventh 
eliminiert eliminates 
ellyptisch elliptical 
empfaenglich receptive 
empfaengt receipts 
empfangen conceived 
empfangend receipting 
empfehlen commend 
empfehlend commending 
empfiehlt commends 
empfindend sentient 
empfindlich queasily 
empfohlen commended 
empoert indignantly 
enbrechend irruptive 
endend ending 
endet ceases 
endgueltig conclusive 
endlos endless 
energisch energetic 
enfaltete unfurled 
eng closely 
engelhaft angelic 
enger closer 
engherzig hidebound 
englisch English 
engstirnig illiberal 
enlastet exonerated 
entarten deganerate 
entartend degenerating 
entartet degenerates 
entartete degenerated 
entbehrlich dispensable 
entbehrlicher dispensablier 
entbehrlichst dispensabliest 
entdecken discover 
entdeckend detecting 
entdeckt detected 
entehren dishonor 
entehrend dishonorable 
entfalten unfurl 
entfaltend unfurling 
entfaltet unfurls 
entfernt distant 
entfernte remote 
entflammen inflame 
entflammend inflaming 
entflammt inflames 
entflammte inflamed 
entfremden estrange 
entfremdend estranging 
entfremdet estranged 
entfuehren abduct 
entfuehrend abducting 
entfuehrt abducts 
entfuehrte abducted 
entgegen vice 
entgegengesetzt contrarily 
